# Generated from Mascinissa/LOOPerSet using generate_looperset_training_data.py
memory_size,loop_depth,total_trip_count,has_parametric_bounds,num_computations,num_reduction_computations,num_buffers,total_accesses,max_access_offset,program_name,target_loop_levels,target_parameters,log_speedup
0.000675201416015625,2,20.0,0,5,2,10,14,1,function1189350,[1],[],-0.234020
0.000675201416015625,2,20.0,0,5,2,10,14,1,function1189350,[1],[],0.121282
0.000675201416015625,2,20.0,0,5,2,10,14,1,function1189350,[1],[],-0.022824
49.58063507080078,3,2097152.0,0,2,1,4,9,1,function775694,[2],[],-0.181962
0.0051422119140625,3,1920.0,0,4,2,7,5,1,function004418,[2],[],-0.436347
108.21623992919922,3,11520.0,0,5,4,8,23,1,function1116890,[2],[],-0.042036
2.515625,3,65536.0,0,2,1,5,4,0,function779385,[2],[],-0.114649
522.0528182983398,3,33554432.0,0,2,2,6,12,1,function780049,[2],[],0.669424
19.516735076904297,3,1792.0,1,5,0,9,17,1,function1206521,[2],[],0.075751
0.2870635986328125,3,256.0,0,6,2,12,36,1,function1187135,[2],[],-0.054327
515.001953125,3,33554432.0,0,2,1,4,7,1,function775928,[2],[],0.184271
338.47705078125,3,14680064.0,0,2,0,5,7,1,function768561,[2],[],-0.169821
0.19788742065429688,3,1920.0,0,5,4,11,12,1,function1197222,[1],[],-1.002108
20.6884765625,3,2621440.0,0,2,2,4,5,1,function813691,[2],[],-0.283106
0.001018524169921875,3,64.0,0,5,3,12,13,1,function1139783,[1],[],-0.376539
0.001018524169921875,3,64.0,0,5,3,12,13,1,function1139783,[1],[],-0.404947
7.62939453125e-05,2,35.0,0,2,2,3,5,1,function1208184,[1],[],0.053281
0.002315521240234375,3,140.0,0,6,2,10,26,1,function1132585,[1],[],-0.349231
6768.368125915527,3,16.0,0,8,5,13,33,1,function002427,[2],[],0.312918
0.00292205810546875,3,42.0,0,4,3,4,12,1,function007169,[1],[],-0.192742
0.5997314453125,4,1048576.0,0,2,2,2,16,1,function824570,[3],[],0.432730
0.05010986328125,3,56.0,1,3,1,7,9,1,function1150157,[2],[],-0.370754
5.663612365722656,4,25.0,1,7,5,16,19,1,function1176818,[2],[],0.011827
